requirement_clarity,team_experience,timeline_pressure,budget_adequacy,project_complexity,client_involvement,technology_familiarity,risk_management,communication_quality,testing_coverage,team_size,past_project_success_rate,outcome
0.69530019849152,0.7147450625229949,0.6711616306871139,0.011994722155278859,-0.03176446407766436,-0.7295539491171962,-1.4263319490746384,1.4537153397702793,-1.3476205593294874,0.04749886894103802,1.5108122163987892,1.4694292187084828,1
1.3933927672581063,0.7147450625229949,-0.030156687690225708,1.4231385051292702,1.3799894949296427,1.4140913470156036,0.6961858322864306,-0.6767907761607601,1.4482727172877063,-0.6408905360015424,0.4635763917231036,1.253264576449888,1
-0.002792370275066348,0.7147450625229949,-0.7314750060675653,-1.3991490608187125,-0.7376414435813179,0.699542914971337,-0.718826021954282,1.4537153397702793,1.4482727172877063,0.04749886894103802,-0.583659432952582,-0.004510051233758442,1
1.3933927672581063,0.7147450625229949,-1.432793324444905,1.4231385051292702,1.3799894949296427,0.699542914971337,-0.01132009483392571,-1.3869594814711066,1.4482727172877063,-0.6408905360015424,0.8126549999483321,-1.6064373868581363,1
1.3933927672581063,1.4147891981968392,1.3724799490644535,-0.6935771693317168,-0.7376414435813179,1.4140913470156036,-0.718826021954282,-0.6767907761607601,1.4482727172877063,1.424277678826199,-0.583659432952582,0.1537988863675274,1
-0.7008849390416527,1.4147891981968392,1.3724799490644535,0.7175666136422745,-0.03176446407766436,1.4140913470156036,1.403691759406787,-0.6767907761607601,-0.6486472401751889,0.7358882738836184,0.4635763917231036,0.7528254972072234,1
-0.002792370275066348,-0.6853432088246936,-1.432793324444905,0.7175666136422745,-0.03176446407766436,1.4140913470156036,-1.4263319490746384,0.7435466344599329,0.05032607897910953,-0.6408905360015424,-0.583659432952582,-0.5390173576372526,1
-0.002792370275066348,-1.3853873444985378,-1.432793324444905,-0.6935771693317168,0.6741125154259892,-0.015005517072929532,0.6961858322864306,1.4537153397702793,1.4482727172877063,0.7358882738836184,-0.23458082472735348,-1.3449416060182589,1
-0.002792370275066348,0.7147450625229949,-0.7314750060675653,0.011994722155278859,-0.7376414435813179,0.699542914971337,1.403691759406787,-0.6767907761607601,1.4482727172877063,0.7358882738836184,0.4635763917231036,-0.7531163907920431,1
1.3933927672581063,-0.6853432088246936,-0.030156687690225708,0.011994722155278859,0.6741125154259892,0.699542914971337,1.403691759406787,-0.6767907761607601,0.749299398133408,-0.6408905360015424,1.5108122163987892,0.9888185766917155,1
0.69530019849152,-1.3853873444985378,1.3724799490644535,0.7175666136422745,-0.7376414435813179,-0.015005517072929532,1.403691759406787,0.7435466344599329,0.05032607897910953,1.424277678826199,-0.9327380411778106,-0.49633893538164303,1
-0.002792370275066348,0.014700926849150664,-0.7314750060675653,0.7175666136422745,0.6741125154259892,1.4140913470156036,-1.4263319490746384,0.7435466344599329,-1.3476205593294874,-1.329279940944123,1.5108122163987892,1.1315332697811555,0
1.3933927672581063,1.4147891981968392,-0.030156687690225708,-1.3991490608187125,-0.03176446407766436,-0.7295539491171962,-0.01132009483392571,1.4537153397702793,0.05032607897910953,0.7358882738836184,-0.23458082472735348,-0.6084200308087067,1
